Least populated FSAs[3][edit],,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"1. M5K, 5",,,,,,,,,,,,,,,,,
"2. M5L, 5",,,,,,,,,,,,,,,,,
"3. M5W, 5",,,,,,,,,,,,,,,,,
"4. M5X, 5",,,,,,,,,,,,,,,,,
"5. M7A, 5",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
References[edit],,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"1. ^ Canada Post. ""Canada Post - Find a Postal Code"". Retrieved 9 November 2008.",,,,,,,,,,,,,,,,,
"2. ^ ""Mobile Apps"". Canada Post. Archived from the original on 2011-05-19.",,,,,,,,,,,,,,,,,
"3. ^ a b ""2006 Census of Population"". 15 October 2008.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Flag of Canada,,,,,,,,,,,,,,,,Canadian postal codes,Canadian postal district map (without legends).svg
NL,NS,PE,NB,QC,,,ON,,,,,MB,SK,AB,BC,NU/NT,YT
A,B,C,E,G,H,J,K,L,M,N,P,R,S,T,V,X,Y
"Retrieved from ""https://en.wikipedia.org/w/index.php?title=List_of_postal_codes_of_Canada:_M&oldid=955414546""",,,,,,,,,,,,,,,,,
Categories:,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Communications in Ontario,,,,,,,,,,,,,,,,,
Postal codes in Canada,,,,,,,,,,,,,,,,,
Toronto,,,,,,,,,,,,,,,,,
Ontario-related lists,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Hidden categories:,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Articles with short description,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Navigation menu,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Personal tools,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Not logged in,,,,,,,,,,,,,,,,,
Talk,,,,,,,,,,,,,,,,,
Contributions,,,,,,,,,,,,,,,,,
Create account,,,,,,,,,,,,,,,,,
Log in,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Namespaces,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Article,,,,,,,,,,,,,,,,,
Talk,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Variants,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Views,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Read,,,,,,,,,,,,,,,,,
Edit,,,,,,,,,,,,,,,,,
View history,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
More,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Search,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Navigation,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Main page,,,,,,,,,,,,,,,,,
Contents,,,,,,,,,,,,,,,,,
Featured content,,,,,,,,,,,,,,,,,
Current events,,,,,,,,,,,,,,,,,
Random article,,,,,,,,,,,,,,,,,
Donate to Wikipedia,,,,,,,,,,,,,,,,,
Wikipedia store,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Interaction,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Help,,,,,,,,,,,,,,,,,
About Wikipedia,,,,,,,,,,,,,,,,,
Community portal,,,,,,,,,,,,,,,,,
Recent changes,,,,,,,,,,,,,,,,,
Contact page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Tools,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
What links here,,,,,,,,,,,,,,,,,
Related changes,,,,,,,,,,,,,,,,,
Upload file,,,,,,,,,,,,,,,,,
Special pages,,,,,,,,,,,,,,,,,
Permanent link,,,,,,,,,,,,,,,,,
Page information,,,,,,,,,,,,,,,,,
Wikidata item,,,,,,,,,,,,,,,,,
Cite this page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Print/export,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Create a book,,,,,,,,,,,,,,,,,
Download as PDF,,,,,,,,,,,,,,,,,
Printable version,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Languages,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Français,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Edit links,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"This page was last edited on 7 May 2020, at 17:47 (UTC).",,,,,,,,,,,,,,,,,
"Text is available under the Creative Commons Attribution-ShareAlike License; additional terms may apply. By using this site, you agree to the Terms of Use and Privacy Policy. Wikipedia® is a registered trademark of the Wikimedia Foundation, Inc., a non-profit organization.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Privacy policy,,,,,,,,,,,,,,,,,
About Wikipedia,,,,,,,,,,,,,,,,,
Disclaimers,,,,,,,,,,,,,,,,,
Contact Wikipedia,,,,,,,,,,,,,,,,,
Developers,,,,,,,,,,,,,,,,,
Statistics,,,,,,,,,,,,,,,,,
Cookie statement,,,,,,,,,,,,,,,,,
Mobile view,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Wikimedia Foundation,,,,,,,,,,,,,,,,,
Powered by MediaWiki,,,,,,,,,,,,,,,,,
